665,,FXL,FAXINAL,FXL
666,,FOE,FLORESTA,FOE
667,,FOIZ,FOZ DO IGUACU,FOZ
668,,FOMF,FOZ DO IGUACU,FOZ
669,,FOTI,FOZ DO IGUACU,FOZ
670,,FOVL,FOZ DO IGUACU,FOZ
671,,IOR,IBIPORA,IOR
672,,IGUP,IGUIPORA,IGUP
673,,IUV,IMBITUVA,IUV
674,,IOE,IRACEMA DO OESTE,IOE
675,,IVT,IVATE,IVT
676,,JGP,JAGUAPITA,JGP
677,,JNS,JANIOPOLIS,JNS
678,,JZN,JATAIZINHO,JZN
679,,LDA,LONDRINA,LDA
680,,LZI,LUIZIANA,LZI
681,,MMR,MAMBORE,MMR
682,,MGC,MANDAGUACU,MGC
683,,MRH,MARECHAL CANDIDO RONDON,MRH
684,,MRV,MARIALVA,MRV
685,,MGCI,MARINGA,MGA
686,,MGDI,MARINGA,MGA
687,,MGMA,MARINGA,MGA
688,,MGNM,MARINGA,MGA
689,,MWR,MARIPA,MWR
690,,MLE,MARMELEIRO,MLE
691,,MDN,MEDIANEIRA,MDN
692,,MCK,MERCEDES,MCK
693,,NSR,NOVA SANTA ROSA,NSR
694,,NSA,SEM DESCRICAO,NOBK
695,,PNU,PAICANDU,PNU
696,,PEI,PALMEIRA,PEI
697,,PYE,PIEN,PYE
698,,PNNP,PINHAIS,PNIS
699,,PHL,PINHALAO,PHL
700,,PIS,PIRAI DO SUL,PIS
701,,PNT,PLANALTO,PNT
702,,PGDI,PONTA GROSSA,PGO
703,,PGDP,PONTA GROSSA,PGO
704,,PGSN,PONTA GROSSA,PGO
705,,PGST,PONTA GROSSA,PGO
706,,PGUA,PONTA GROSSA,PGO
707,,PGVM,PONTA GROSSA,PGO
708,,PZS,PORTO AMAZONAS,PZS
709,,POMN,PORTO MENDES,POMN
710,,PFI,PRADO FERREIRA,PFI
711,,POM,PRIMEIRO DE MAIO,POM
712,,PDT,PRUDENTOPOLIS,PDT
713,,QTP,QUATRO PONTES,QTP
714,,QNL,QUINTA DO SOL,QNL
715,,QDN,QUITANDINHA,QDN
716,,RNN,RENASCENCA,RNN
717,,RDN,RONDON,RDN
718,,SHA,SANTA HELENA,SHA
719,,SZE,SANTA IZABEL DO OESTE,SZE
720,,SHW,SANTA TEREZINHA DE ITAIPU,SHW
721,,SSU,SANTO ANTONIO DO SUDOESTE,SSU
722,,SJD,SAO JORGE DOESTE,SJD
723,,SJZ,SAO JORGE DO PATROCINIO,SJZ
724,,BCSS,BORDA DO CAMPO DE SAO SEBASTIAO,BCSS
725,,SJCT,SAO JOSE DOS PINHAIS,SJP
726,,SWW,SARANDI,SWW
727,,SOS,SERTANOPOLIS,SOS
728,,SQC,SIQUEIRA CAMPOS,SQC
729,,TRA,TERRA RICA,TRA
730,,TKN,TUNAS DO PARANA,TKN
731,,TAS,TUPASSI,TAS
732,,UMBV,UMUARAMA,UMR
733,,VRE,VERE,VRE
734,,AEE,AMPERE,AEE
735,,2121,BELA VISTA DA CAROBA,BLTA
736,,BIG,BOA ESPERANCA DO IGUACU,BIG
737,,BVC,BOA VISTA DA APARECIDA,BVC
738,,CNM,CAPANEMA,CNM
739,,CTB1,CURITIBA,CTA
740,,CTVX,CURITIBA,CTA
741,,ERO,ENTRE RIOS DO OESTE,ERO
742,,FSR,FLOR DA SERRA DO SUL,FSR
743,,FMS,FORMOSA DO OESTE,FMS
744,,FNCL,FRANCISCO BELTRAO,FNB
745,,JUVS,JUVINOPOLIS,JUVS
746,,LPP,LUPIONOPOLIS,LPP
747,,MGBG,MARINGA,MGA
748,,NVU,NOVA CANTU,NVU
749,,NED,NOVA ESPERANCA DO SUDOESTE,NED
750,,PRL,PEROLA DOESTE,PRL
751,,PBT,PINHAL DE SAO BENTO,PBT
752,,PIQU,PIQUIRIVAI,PIQU
753,,POCG,PORTO CAMARGO,POCG
754,,PRY,PORTO RICO,PRY
755,,PHA,PRANCHITA,PHA
756,,RLZ,REALEZA,RLZ
757,,REB,REBOUCAS,REB
758,,SLF,SALGADO FILHO,SLF
759,,SED,SAO JORGE DO IVAI,SED
760,,STSS,SAO TOME,STX
761,,TOAB,TOLEDO,TOO
762,,UMCL,UMUARAMA,UMR
763,,CTAR,CURITIBA,CTA
764,,6162,PARANAGUA,PNG
765,,6178,CERNE,CERN
766,,CEAZ,CERRO AZUL,CEAZ
767,,SJAD,SAO JOSE DOS PINHAIS,SJP
768,,LGIW,LAGOINHA,LGIW
769,,CTSU,CATANDUVAS DO SUL,CTSU
770,,CTTN,CURITIBA,CTA
771,,2118,JUVINOPOLIS,JUVS
772,,MARG,MARGARIDA,MARG
773,,IPMA,IPANEMA,IPMA
774,,PNAV,PINHAIS,PNIS
775,,MNR,MANOEL RIBAS,MNR
776,,GRC,GUAIRACA,GRC
777,,MGAC,MARINGA,MGA
778,,PVSC,PARANAVAI,PVA
779,,PBTU,PATO BRANCO,PBC
780,,CUMI,CRUZMALTINA,CUMI
781,,CLEX,CAMPO LARGO,CLG
782,,PMQB,BORDA DO CAMPO,BOCA
783,,AND,ANDIRA,AND
784,,APA,ALTO PARANA,APA
785,,BAEO,BARRO PRETO,BAEO
786,,CBAV,COLOMBO,CBX
787,,CBRI,COLOMBO,CBX
788,,CLO,COLORADO,CLO
789,,CUZ,CRUZEIRO DO SUL,CUZ
790,,FERA,FERRARIA,FERA
791,,GRTU,GUARAPUAVA,GRP
792,,GRVB,GUARAPUAVA,GRP
793,,LJS,LARANJEIRAS DO SUL,LJS
794,,NEA,NOVA ESPERANCA,NEA
795,,PHO,PINHAO,PHO
796,,PIG,PITANGA,PIG
797,,PIO,PARAISO DO NORTE,PIO
798,,PIY,PARANACITY,PIY
799,,PVSD,PARANAVAI,PVA
800,,SCA,SAO JOAO DO CAIUA,SCA
801,,SCD,SAO CARLOS DO IVAI,SCD
802,,SIO,SANTO ANTONIO DO CAIUA,SIO
803,,MOSO,MATINHOS,MOS
804,,KLE,KALORE,KLE
805,,JUR,JAPURA,JUR
806,,IPSH,SHANGRILA,SHGR
807,,GATS,GAIVOTAS,GATS
808,,CIOB,CAIOBA,CIOB
809,,IRI,IRATI,IRI
810,,CSUN,CASCAVEL,CSC
811,,BNT,BANDEIRANTES,BNT
812,,VTN,VENTANIA,VTN
813,,CAK,CONTENDA,CAK
814,,CTSF,CURITIBA,CTA
815,,BBF,BARBOSA FERRAZ,BBF
816,,EBT,ENGENHEIRO BELTRAO,EBT
817,,IPO,IPORA,IPO
818,,IIL,ITAIPULANDIA,IIL
819,,MFNP,MANFRINOPOLIS,MFNP
820,,OVO,OURO VERDE DO OESTE,OVO
821,,PBR,PEABIRU,PBR
822,,PRA,PEROLA,PRA
823,,TBG,TIBAGI,TBG
824,,VLN,SEM DESCRICAO,VLNZ
825,,SJGU,SAO JOSE DOS PINHAIS,SJP
826,,FZAB,FAZENDA RIO GRANDE,FZR
827,,RSGO,RIO SAGRADO,RSGO
828,,BATE,BATEIAS,BATE
829,,MES,MORRETES,MES
830,,SAY,SAO SEBASTIAO DA AMOREIRA,SAY
831,,BZI,BORRAZOPOLIS,BZI
832,,FOKA,FOZ DO IGUACU,FOZ
833,,CML,CAMPINA DA LAGOA,CML
834,,PLF,PAULO FRONTIN,PLF
835,,SEVA,SEDE ALVORADA,SEVA
836,,MLZ,MARILUZ,MLZ
837,,GNU,GUARANIACU,GNU
838,,CSSC,CASCAVEL,CSC
839,,LDE,LINDOESTE,LDE
840,,SIF,SAO JOAO DO TRIUNFO,SIF
841,,MLL,MALLET,MLL
842,,GNC,GENERAL CARNEIRO,GNC
843,,TJS,TIJUCAS DO SUL,TJS
844,,CLRO,CAMPO LARGO,CLG
845,,MGJM,MARINGA,MGA
846,,SNP,SANTO ANTONIO DA PLATINA,SNP
847,,WBZ,WENCESLAU BRAZ,WBZ
848,,JZO,JACAREZINHO,JZO
849,,6114,PASSO AMARELO,PSAL
850,,PNJJ,PINHAIS,PNIS
851,,SJMI,SAO JOSE DOS PINHAIS,SJP
852,,6135,CAMPINA,CPNA
853,,FOS,FLORESTOPOLIS,FOS
854,,IVP,IVAIPORA,IVP
855,,JDG,JARDIM ALEGRE,JDG
856,,PNGR,PINHAIS,PNIS
857,,IME,ITAMBE,IME
858,,MGTU,MARINGA,MGA
859,,PLB,PRESIDENTE CASTELO BRANCO,PLB
860,,CBL,CORBELIA,CBL
861,,PLM,PALMAS,PLM
862,,URI,URAI,URI
863,,COMU,COLONIA MURICI,COMU
864,,TITE,TIETE,TITE
865,,MRIE,MARIENTAL,MRIE
866,,APAE,ARAPONGAS,APS
867,,FLI,FLORAI,FLI
868,,JST,JESUITAS,JST
869,,SGX,SENGES,SGX
870,,3191,VILA REIS,VIRE
871,,APCR,APUCARANA,APU
872,,APAL,APUCARANA,APU
873,,3188,VILA REIS,VIRE
874,,GRVM,GUARAPUAVA,GRP
875,,MSL,MOREIRA SALES,MSL
876,,CTU1,CURITIBA,CTA
877,,CTSP,CURITIBA,CTA
878,,JDS,JANDAIA DO SUL,JDS
879,,AVL,ALVORADA DO SUL,AVL
880,,STMT,SAO MARTINHO,STMT
881,,CLL,CARLOPOLIS,CLL
882,,SNM,SANTA MARIANA,SNM
883,,VTO,VITORINO,VTO
884,,HRS,HONORIO SERPA,HRS
885,,PBTA,PATO BRANCO,PBC
886,,MQRS,MARQUES DOS REIS,MQRS
887,,PRLE,PRAIA DE LESTE,PRLE
888,,GUC,GUARACI,GUC
889,,UMSH,UMUARAMA,UMR
890,,FNPI,FRANCISCO BELTRAO,FNB
891,,SRJ,SERTANEJA,SRJ
892,,IAS,ITAUNA DO SUL,IAS
893,,FRV,FRANCISCO ALVES,FRV
894,,5456,CURITIBA,CTA
895,,IVLA,IVAILANDIA,IVLA
896,,5411,CURITIBA,CTA
897,,FOCA,FOZ DO IGUACU,FOZ
898,,FOCC,FOZ DO IGUACU,FOZ
899,,FOIT,FOZ DO IGUACU,FOZ
900,,FOMO,FOZ DO IGUACU,FOZ
901,,FOPB,FOZ DO IGUACU,FOZ
902,,FOPM,FOZ DO IGUACU,FOZ
903,,FOTL,FOZ DO IGUACU,FOZ
904,,CTFZ,CURITIBA,CTA
905,,AAPU,ARAPUAN,AAPU
906,,ALI,ATALAIA,ALI
907,,FZJR,FOZ DO JORDAO,FZJR
908,,GRAI,GRACIOSA,GRAI
909,,GUAG,GUARAGI,GUAG
910,,IAJ,INAJA,IAJ
911,,IGUM,IGUATEMI,IGUM
912,,IWU,IGUATU,IWU
913,,IZU,IMBAU,IZU
914,,MQS,MAUA DA SERRA,MQS
915,,PENH,PENHA,PENH
916,,STF,SANTA FE,STF
917,,1111,TRONCO,TROC
918,,2161,TOLEDO,TOO
919,,6195,COLOMBO,CBX
920,,6349,ALMIRANTE TAMANDARE,ATT
921,,1135,PAZ,PAZZ
922,,1151,PONTA GROSSA,PGO
923,,4067,SERRA DOS DOURADOS,SEDU
924,,4216,NOSSA SENHORA DAS GRACAS,NSG
925,,5441,CURITIBA,CTA
926,,6224,SAO JOSE DOS PINHAIS,SJP
927,,6346,ALMIRANTE TAMANDARE,ATT
928,,6390,SAO JOSE DOS PINHAIS,SJP
929,,6206,COLOMBO,CBX
930,,SXD,SAO PEDRO DO PARANA,SXD
931,,6355,ARAUCARIA,AUC
932,,VIMT,VILA MOTA,VIMT
933,,5451,CAMPINA GRANDE DO SUL,CKG
934,,STTY,SANTO ANTONIO,STTY
935,,4004,CRUZEIRO DO SUL,CUZ
936,,4131,VIDIGAL,VIDL
937,,4257,CIANORTE,CNE
938,,6119,NUCLEO LEITEIRO,NLLR
939,,6338,RIO BRANCO DO SUL,RBL
940,,6407,CAMPINA GRANDE DO SUL,CKG
941,,CDEA,CANDEIA,CDEA
942,,CFZ,SEM DESCRICAO,CFZ
943,,ORG,ORTIGUEIRA,ORG
944,,SJX,SAO JOAO,SJX
945,,IJR,ITAPEJARA DOESTE,IJR
946,,6082,ALMIRANTE TAMANDARE,ATT
947,,6257,ALMIRANTE TAMANDARE,ATT
948,,PPX,PARANAPOEMA,PPX
949,,QIG,QUEDAS DO IGUACU,QIG
950,,1071,PONTA GROSSA,PGO
951,,1021,PONTA GROSSA,PGO
952,,BSIA,BRASILIANA,BSIA
953,,6052,SAO JOSE DOS PINHAIS,SJP
954,,6275,SAO JOSE DOS PINHAIS,SJP
955,,6393,SAO JOSE DOS PINHAIS,SJP
956,,6269,SAO JOSE DOS PINHAIS,SJP
957,,6278,SAO JOSE DOS PINHAIS,SJP
958,,6062,SAO JOSE DOS PINHAIS,SJP
959,,6223,SAO JOSE DOS PINHAIS,SJP
960,,6258,SAO JOSE DOS PINHAIS,SJP
961,,6148,SAO JOSE DOS PINHAIS,SJP
962,,SVY,SAO JOSE DA BOA VISTA,SVY
963,,FGA,FIGUEIRA,FGA
964,,SOX,SANTANA DO ITARARE,SOX
965,,SPE,SAPOPEMA,SPE
966,,1014,PONTA GROSSA,PGO
967,,5442,CURITIBA,CTA
968,,6337,QUATRO BARRAS,QBS
969,,BLTA,BELA VISTA DA CAROBA,BLTA
970,,BMPO,BOM PRINCIPIO,BMPO
971,,CICA,COLONIA CRISTINA,CICA
972,,6421,FAZENDA RIO GRANDE,FZR
973,,PGO1,PONTA GROSSA,PGO
974,,PVDI,PARANAVAI,PVA
975,,5249,CURITIBA,CTA
976,,5280,CURITIBA,CTA
977,,5373,CURITIBA,CTA
978,,5378,CURITIBA,CTA
979,,6006,COLOMBO,CBX
980,,6049,COLOMBO,CBX
981,,6311,COLOMBO,CBX
982,,6159,ALMIRANTE TAMANDARE,ATT
983,,6270,ALMIRANTE TAMANDARE,ATT
984,,6203,ANTONINA,AON
985,,6319,ARAUCARIA,AUC
986,,6299,CAMPINA GRANDE DO SUL,CKG
987,,6335,CAMPINA GRANDE DO SUL,CKG
988,,6301,ILHA DO MEL,ILHL
989,,RNUE,RIO DO NUNES,RNUE
990,,1009,PONTA GROSSA,PGO
991,,1126,PONTA GROSSA,PGO
992,,1157,PONTA GROSSA,PGO
993,,1167,PONTA GROSSA,PGO
994,,1169,PONTA GROSSA,PGO
995,,2039,TOLEDO,TOO
996,,2158,ESQUINA GAUCHA,EAGA
997,,3165,LUAR,LUAR
998,,3186,SANTO ANTONIO DO PARAISO,SAK
999,,6280,BUGRE,BUGE
1000,,AQBA,AQUIDABAN,AQBA
1001,,CQS,CAPITAO LEONIDAS MARQUES,CQS
1002,,DRG,DOUTOR CAMARGO,DRG
1003,,FREA,FLOR DA SERRA,FREA
1004,,RHG,RANCHO ALEGRE,RHG
1005,,NOCO,NOVA CONCORDIA,NOCO
1006,,5346,CURITIBA,CTA
1007,,5466,CURITIBA,CTA
1008,,6244,ALMIRANTE TAMANDARE,ATT
1009,,6347,ALMIRANTE TAMANDARE,ATT
1010,,6255,PARANAGUA,PNG
1011,,6256,PARANAGUA,PNG
1012,,6339,PARANAGUA,PNG
1013,,2044,CASCAVEL,CSC
1014,,4047,MARINGA,MGA
1015,,4050,MARINGA,MGA
1016,,4055,MARINGA,MGA
1017,,4088,MARINGA,MGA
1018,,ABAP,ABAPA,ABAP
1019,,6231,ALMIRANTE TAMANDARE,ATT
1020,,6237,ALMIRANTE TAMANDARE,ATT
1021,,6306,ALMIRANTE TAMANDARE,ATT
1022,,6353,ALMIRANTE TAMANDARE,ATT
1023,,CKG,CAMPINA GRANDE DO SUL,CKG
1024,,6329,CONTENDA,CAK
1025,,6030,PINHAIS,PNIS
1026,,6263,PINHAIS,PNIS
1027,,6341,PIRAQUARA,PQA
1028,,6300,QUATRO BARRAS,QBS
1029,,6305,ALMIRANTE TAMANDARE,ATT
1030,,6221,SAO JOSE DOS PINHAIS,SJP
1031,,BOVE,BOA VENTURA DE SAO ROQUE,BOVE
1032,,COVO,COVO,COVO
1033,,GII,GUAMIRIM,GII
1034,,GUAE,GUAPORE,GUAE
1035,,OVPI,OURO VERDE DO PIQUIRI,OVPI
1036,,SNV,SANTA ISABEL DO IVAI,SNV
1037,,TUO,TURVO,TUO
1038,,UFR,UNIFLOR,UFR
1039,,VIRI,VILA RICA DO IVAI,VIRI
1040,,4161,PORTO BRASILIO,POBR
1041,,6397,CAMPO MAGRO,CAMG
1042,,CFW,CAFELANDIA,CFW
1043,,APCC,APUCARANA,APU
1044,,RBC,RIBEIRAO CLARO,RBC
1045,,5437,CURITIBA,CTA
1046,,5089,CURITIBA,CTA
1047,,5226,CURITIBA,CTA
1048,,5154,CURITIBA,CTA
1049,,5203,CURITIBA,CTA
1050,,5431,CURITIBA,CTA
1051,,3104,APUCARANA,APU
1052,,APJP,APUCARANA,APU
1053,,6204,ARAUCARIA,AUC
1054,,1109,BARRO PRETO,BAEO
1055,,6176,BUGRE,BUGE
1056,,6228,CAMPO MAGRO,CAMG
1057,,6362,SEM DESCRICAO,CBFW
1058,,6284,COLOMBO,CBX
1059,,6330,CAMPO LARGO,CLG
1060,,6216,FAZENDA RIO GRANDE,FZR
1061,,GUAV,GUAJUVIRA,GUAV
1062,,1016,PONTA GROSSA,PGO
1063,,LGDC,FLORIANOPOLIS,FNS
1064,,AICD,AREA INDUSTRIAL DE CACADOR,AICD
1065,,TIJ,TIJUCAS,TIJ
1066,,TIO,TIMBO,TIO
1067,,SERR,SAO JOSE,SOO
1068,,BARI,PALHOCA,PAC
1069,,KSOL,SAO JOSE,SOO
1070,,SRH,SAO MARTINHO,SRH
1071,,AOP5,GOVERNADOR CELSO RAMOS,GCS
1072,,JML2,SAO JOSE,SOO
1073,,AGNA,FLORIANOPOLIS,FNS
1074,,ALW,ANGELINA,ALW
1075,,PAC,PALHOCA,PAC
1076,,PIRB,JOINVILLE,JVE
1077,,CABJ,FLORIANOPOLIS,FNS
1078,,CICH,FLORIANOPOLIS,FNS
1079,,BFTA,JOINVILLE,JVE
1080,,AEPO,FLORIANOPOLIS,FNS
1081,,PBXO,SAO JOSE,SOO
1082,,GBR,GUABIRUBA,GBR
1083,,LHC2,TURVO,TVO
1084,,TECS,FLORIANOPOLIS,FNS
1085,,PRAN,FLORIANOPOLIS,FNS
1086,,SALB,FLORIANOPOLIS,FNS
1087,,ARMW,PICARRAS,PCX
1088,,BDSL,BALNEARIO BARRA DO SUL,BDSL
1089,,JCAR,BIGUACU,BGC
1090,,SUB1,APIUNA,APK
1091,,UUG8,URUSSANGA,UUG
1092,,FL02,JOINVILLE,JVE
1093,,FL36,JOINVILLE,JVE
1094,,FL84,JOINVILLE,JVE
1095,,VIDO,SAO JOAO DO SUL,SJL
1096,,BRIU,ARAQUARI,AQI
1097,,MWE1,JARAGUA DO SUL,JGS
1098,,GBOA,GAROPABA,GRB
1099,,PMAX,GOVERNADOR CELSO RAMOS,GCS
1100,,IBAN,IBIAM,IBAN
1101,,TAN,TANGARA,TAN
1102,,ROPR,RIO DAS PEDRAS,ROPR
1103,,BRAM,JARAGUA DO SUL,JGS
1104,,MRMO,JOINVILLE,JVE
1105,,TALT,POMERODE,POD
1106,,CBCG,FLORIANOPOLIS,FNS
1107,,D072,BRUSQUE,BQE
1108,,SUBI,APIUNA,APK
1109,,SJS,SAO JOAO BATISTA,SJS
1110,,PIMU,PALHOCA,PAC
1111,,PTCS,FLORIANOPOLIS,FNS
1112,,GCS,GOVERNADOR CELSO RAMOS,GCS
1113,,D114,CRICIUMA,CUA
1114,,AZM,ARMAZEM,AZM
1115,,NVT,NOVA TRENTO,NVT
1116,,AOP2,BIGUACU,BGC
1117,,BABG,FLORIANOPOLIS,FNS
1118,,PLUZ,FLORIANOPOLIS,FNS
1119,,IOME,IOMERE,IOME
1120,,D123,CRICIUMA,CUA
1121,,BODA,FLORIANOPOLIS,FNS
1122,,JMZ2,SAO JOSE,SOO
1123,,SALI,FLORIANOPOLIS,FNS
1124,,ENBR,PALHOCA,PAC
1125,,XXM,XAXIM,XXM
1126,,SOIU,SAO JOSE,SOO
1127,,AIP,ANITAPOLIS,AIP
1128,,IDL1,INDAIAL,IDL
1129,,D133,CUNHATAI,CUNI
1130,,D135,ENTRE RIOS,ETRI
1131,,IV10,BLUMENAU,BNU
1132,,STI1,SERTAO DO MARUIM,STMM
1133,,FL04,JOINVILLE,JVE
1134,,VAGA,VILA DA GLORIA,VAGA
1135,,FL91,JOINVILLE,JVE
1136,,BOSQ,SAO JOSE,SOO
1137,,IG12,JOINVILLE,JVE
1138,,GRV,GARUVA,GRV
1139,,CTCE,GUARAMIRIM,GMM
1140,,COQU,FLORIANOPOLIS,FNS
1141,,D277,INDAIAL,IDL
1142,,FL08,JOINVILLE,JVE
1143,,D285,IBIRAMA,IIR
1144,,D141,FLOR DO SERTAO,FLST
1145,,IPT,IPORA DO OESTE,IPT
1146,,SETA,PALHOCA,PAC
1147,,XXE,XANXERE,XXE
1148,,KPO,CORREIA PINTO,KPO
1149,,SGT1,ARARANGUA,ARU
1150,,JPIA,JUPIA,JPIA
1151,,SPAL,SAO PEDRO DE ALCANTARA,SPAL
1152,,LML,LAURO MULLER,LML
1153,,GRMA,GAROPABA,GRB
1154,,POET,ITAPOA,ITH
1155,,CTLG,COSTA DA LAGOA,CTLG
1156,,PUL,PAULO LOPES,PUL
1157,,ATR,ARROIO TRINTA,ATR
1158,,CABD,ITAJAI,IAI
1159,,MFA,MAFRA,MFA
1160,,VRGX,FLORIANOPOLIS,FNS
